,w_noise_list,w_res
134,0.013000000000000001,0.8986645936965942
135,0.013000000000000001,0.9020031690597534
136,0.013000000000000001,0.9004320502281189
137,0.013000000000000001,0.8998429179191589
138,0.013000000000000001,0.9057344794273376
139,0.013000000000000001,0.9037706255912781
140,0.014,0.8992537260055542
141,0.014,0.8990573883056641
142,0.014,0.903377890586853
143,0.014,0.8982717990875244
144,0.014,0.8986645936965942
145,0.014,0.8988609910011292
146,0.014,0.8994501233100891
147,0.014,0.8984681963920593
148,0.014,0.9004320502281189
149,0.014,0.8982717990875244
150,0.015,0.8947368860244751
151,0.015,0.9027886986732483
152,0.015,0.8988609910011292
153,0.015,0.8998429179191589
154,0.015,0.8967007398605347
155,0.015,0.8974862694740295
156,0.015,0.8980754017829895
157,0.015,0.8961115479469299
158,0.015,0.89552241563797
159,0.015,0.8967007398605347
160,0.016,0.8982717990875244
161,0.016,0.8937548995018005
162,0.016,0.8961115479469299
163,0.016,0.8992537260055542
164,0.016,0.8998429179191589
165,0.016,0.8988609910011292
166,0.016,0.8943440914154053
167,0.016,0.8984681963920593
168,0.016,0.895915150642395
169,0.016,0.89552241563797
170,0.017,0.8943440914154053
171,0.017,0.8935585618019104
172,0.017,0.8984681963920593
173,0.017,0.8927729725837708
174,0.017,0.8933621644973755
175,0.017,0.8968971371650696
176,0.017,0.8937548995018005
177,0.017,0.8968971371650696
178,0.017,0.8963079452514648
179,0.017,0.8982717990875244
180,0.018000000000000002,0.8957188129425049
181,0.018000000000000002,0.8925766348838806
182,0.018000000000000002,0.8951296210289001
183,0.018000000000000002,0.8929693698883057
184,0.018000000000000002,0.8872741460800171
185,0.018000000000000002,0.8900235891342163
186,0.018000000000000002,0.8925766348838806
187,0.018000000000000002,0.891791045665741
188,0.018000000000000002,0.8963079452514648
189,0.018000000000000002,0.8890416622161865
190,0.019,0.8853102922439575
191,0.019,0.8933621644973755
192,0.019,0.8864886164665222
193,0.019,0.8929693698883057
194,0.019,0.8880597352981567
195,0.019,0.8921838402748108
196,0.019,0.8894343972206116
197,0.019,0.8902199864387512
198,0.019,0.8898271918296814
199,0.019,0.8862922191619873
200,0.02,0.8939512968063354
201,0.02,0.8839356303215027
202,0.02,0.8900235891342163
203,0.02,0.8910055160522461
204,0.02,0.8888452649116516
205,0.02,0.8837392330169678
206,0.02,0.8862922191619873
207,0.02,0.8845247626304626
208,0.02,0.887077808380127
209,0.02,0.8857030868530273
210,0.021,0.8809897899627686
211,0.021,0.8853102922439575
212,0.021,0.8735271096229553
213,0.021,0.8847211599349976
214,0.021,0.8857030868530273
215,0.021,0.8849175572395325
216,0.021,0.8837392330169678
217,0.021,0.8802042603492737
218,0.021,0.8825609087944031
219,0.021,0.8851138949394226
220,0.022,0.8780440092086792
221,0.022,0.8805970549583435
222,0.022,0.8829536437988281
223,0.022,0.8707777261734009
224,0.022,0.8760801553726196
225,0.022,0.8591908812522888
226,0.022,0.8839356303215027
227,0.022,0.8804006576538086
228,0.022,0.8817753791809082
229,0.022,0.87470543384552
230,0.023,0.8509426712989807
231,0.023,0.8462293744087219
232,0.023,0.8536920547485352
233,0.023,0.8591908812522888
234,0.023,0.87470543384552
235,0.023,0.849764347076416
236,0.023,0.8664572238922119
237,0.023,0.8576198220252991
238,0.023,0.8531029224395752
239,0.023,0.853495717048645
240,0.024,0.8552631735801697
241,0.024,0.8766692876815796
242,0.024,0.8580125570297241
243,0.024,0.8391594886779785
244,0.024,0.8723487854003906
245,0.024,0.8287510275840759
246,0.024,0.841908872127533
247,0.024,0.8479968905448914
248,0.024,0.841908872127533
249,0.024,0.841908872127533
250,0.025,0.8110762238502502
251,0.025,0.8138256072998047
252,0.025,0.8136292099952698
253,0.025,0.8232522010803223
254,0.025,0.8432835936546326
255,0.025,0.8210919499397278
256,0.025,0.8181461095809937
257,0.025,0.833267867565155
258,0.025,0.799882173538208
259,0.025,0.7928122878074646
260,0.026000000000000002,0.774941086769104
261,0.026000000000000002,0.782992959022522
262,0.026000000000000002,0.7965435981750488
263,0.026000000000000002,0.8116653561592102
264,0.026000000000000002,0.7869206666946411
265,0.026000000000000002,0.7835820913314819
266,0.026000000000000002,0.8073448538780212
267,0.026000000000000002,0.8014532923698425
268,0.026000000000000002,0.8002749681472778
269,0.026000000000000002,0.8189316987991333
270,0.027,0.783385694026947
271,0.027,0.7741555571556091
272,0.027,0.7841712832450867
273,0.027,0.7590337991714478
274,0.027,0.7714061141014099
275,0.027,0.7690495252609253
276,0.027,0.7735663652420044
277,0.027,0.7639434337615967
278,0.027,0.7672820091247559
279,0.027,0.7827965617179871
280,0.028,0.7637470960617065
281,0.028,0.774351954460144
282,0.028,0.7615868449211121
283,0.028,0.7757266163825989
284,0.028,0.7725844383239746
285,0.028,0.7586410045623779
286,0.028,0.7574626803398132
287,0.028,0.7507855892181396
288,0.028,0.7564807534217834
289,0.028,0.7517675161361694
290,0.029,0.753731369972229
291,0.029,0.7470542192459106
292,0.029,0.7413589954376221
293,0.029,0.7466614246368408
294,0.029,0.7439120411872864
295,0.029,0.740966260433197
296,0.029,0.745679497718811
297,0.029,0.7364493608474731
298,0.029,0.7551060914993286
299,0.029,0.7448939681053162
300,0.03,0.7346818447113037
301,0.03,0.745875895023346
302,0.03,0.737234890460968
303,0.03,0.7360565662384033
304,0.03,0.740966260433197
305,0.03,0.7289866805076599
306,0.03,0.7356637716293335
307,0.03,0.733503520488739
308,0.03,0.7370384931564331
309,0.03,0.7401806712150574
310,0.031,0.7333071827888489
311,0.031,0.729379415512085
312,0.031,0.7307541370391846
313,0.031,0.7311469316482544
314,0.031,0.7321288585662842
315,0.031,0.7380204200744629
316,0.031,0.7503927946090698
317,0.031,0.7299686074256897
318,0.031,0.7336999177932739
319,0.031,0.7315396666526794
320,0.032,0.7305577397346497
321,0.032,0.7181854248046875
322,0.032,0.7193637490272522
323,0.032,0.7227022647857666
324,0.032,0.7258445024490356
325,0.032,0.7232914566993713
326,0.032,0.7333071827888489
327,0.032,0.7164179086685181
328,0.032,0.7211312055587769
329,0.032,0.7242733836174011
330,0.033,0.7238805890083313
331,0.033,0.7144540548324585
332,0.033,0.7217203378677368
333,0.033,0.7128829956054688
334,0.033,0.7032600045204163
335,0.033,0.7181854248046875
336,0.033,0.7162215113639832
337,0.033,0.7189709544181824
338,0.033,0.7115082740783691
339,0.033,0.7146504521369934
340,0.034,0.6983503699302673
341,0.034,0.6889238357543945
342,0.034,0.7052239179611206
343,0.034,0.7007070183753967
344,0.034,0.7050275206565857
345,0.034,0.7073841691017151
346,0.034,0.6993322968482971
347,0.034,0.6889238357543945
348,0.034,0.7056166529655457
349,0.034,0.7060094475746155
350,0.035,0.6918696165084839
351,0.035,0.6796936392784119
352,0.035,0.700117826461792
353,0.035,0.6956009268760681
354,0.035,0.6956009268760681
355,0.035,0.6999214887619019
356,0.035,0.6948153972625732
357,0.035,0.6965829133987427
358,0.035,0.6963865160942078
359,0.035,0.6846033334732056
360,0.036000000000000004,0.6922624111175537
361,0.036000000000000004,0.6739984154701233
362,0.036000000000000004,0.6793009042739868
363,0.036000000000000004,0.6812647581100464
364,0.036000000000000004,0.6702671051025391
365,0.036000000000000004,0.6865671873092651
366,0.036000000000000004,0.6712490320205688
367,0.036000000000000004,0.6879419088363647
368,0.036000000000000004,0.6781225800514221
369,0.036000000000000004,0.6796936392784119
370,0.037,0.6626080274581909
371,0.037,0.6565200686454773
372,0.037,0.6647682785987854
373,0.037,0.6796936392784119
374,0.037,0.6743912100791931
375,0.037,0.6441476941108704
376,0.037,0.6683032512664795
377,0.037,0.6476826667785645
378,0.037,0.6677140593528748
379,0.037,0.6681068539619446
380,0.038,0.6439512968063354
381,0.038,0.6523959040641785
382,0.038,0.629615068435669
383,0.038,0.6647682785987854
384,0.038,0.6551453471183777
385,0.038,0.6608405709266663
386,0.038,0.6429693698883057
387,0.038,0.6553417444229126
388,0.038,0.6437548995018005
389,0.038,0.6500393152236938
390,0.039,0.633346438407898
391,0.039,0.6266692876815796
392,0.039,0.6347211599349976
393,0.039,0.6329536437988281
394,0.039,0.6158680319786072
395,0.039,0.6229379773139954
396,0.039,0.6541634202003479
397,0.039,0.6315789818763733
398,0.039,0.6366850137710571
399,0.039,0.6443440914154053
400,0.04,0.6152788996696472
401,0.04,0.6241163015365601
402,0.04,0.6123330593109131
403,0.04,0.6249018311500549
404,0.04,0.6211704611778259
405,0.04,0.6215632557868958
406,0.04,0.6197957992553711
407,0.04,0.6319717168807983
408,0.04,0.616260826587677
409,0.04,0.6164572238922119
410,0.041,0.591908872127533
411,0.041,0.5891594886779785
412,0.041,0.6195994019508362
413,0.041,0.5846425890922546
414,0.041,0.6025137305259705
415,0.041,0.5942655205726624
416,0.041,0.6062451004981995
417,0.041,0.5726630091667175
418,0.041,0.5970149636268616
419,0.041,0.6011390686035156
420,0.042,0.5720738768577576
421,0.042,0.5993715524673462
422,0.042,0.5783582329750061
423,0.042,0.5718774795532227
424,0.042,0.5752160549163818
425,0.042,0.5873919725418091
426,0.042,0.5895522236824036
427,0.042,0.558326780796051
428,0.042,0.5873919725418091
429,0.042,0.6113511323928833
430,0.043000000000000003,0.5653967261314392
431,0.043000000000000003,0.5665750503540039
432,0.043000000000000003,0.5516496300697327
433,0.043000000000000003,0.5430086255073547
434,0.043000000000000003,0.5597015023231506
435,0.043000000000000003,0.5905342102050781
436,0.043000000000000003,0.56264728307724
437,0.043000000000000003,0.5259230136871338
438,0.043000000000000003,0.5557737946510315
439,0.043000000000000003,0.5756087899208069
440,0.044,0.570502758026123
441,0.044,0.5506677031517029
442,0.044,0.5487038493156433
443,0.044,0.5335820913314819
444,0.044,0.5398664474487305
445,0.044,0.5284760594367981
446,0.044,0.5585231781005859
447,0.044,0.5035349726676941
448,0.044,0.5434014201164246
449,0.044,0.5577376484870911
450,0.045,0.5441869497299194
451,0.045,0.5139434337615967
452,0.045,0.5284760594367981
453,0.045,0.5013747215270996
454,0.045,0.5151217579841614
455,0.045,0.5272977352142334
456,0.045,0.5253338813781738
457,0.045,0.5102121233940125
458,0.045,0.5192458629608154
459,0.045,0.512765109539032
460,0.046,0.4801649749279022
461,0.046,0.5182639360427856
462,0.046,0.5298507809638977
463,0.046,0.5051060318946838
464,0.046,0.4931264817714691
465,0.046,0.516496479511261
466,0.046,0.5011783242225647
467,0.046,0.49587589502334595
468,0.046,0.49842891097068787
469,0.046,0.5188531279563904
470,0.047,0.4842890799045563
471,0.047,0.49371564388275146
472,0.047,0.49725058674812317
473,0.047,0.4683817923069
474,0.047,0.466614305973053
475,0.047,0.4536527991294861
476,0.047,0.504320502281189
477,0.047,0.5009819269180298
478,0.047,0.49803614616394043
479,0.047,0.44972506165504456
480,0.048,0.4446190297603607
481,0.048,0.441673219203949
482,0.048,0.45934799313545227
483,0.048,0.47937941551208496
484,0.048,0.44245877861976624
485,0.048,0.491555392742157
486,0.048,0.48153966665267944
487,0.048,0.4738806188106537
488,0.048,0.43421053886413574
489,0.048,0.4713275730609894
490,0.049,0.4646504521369934
491,0.049,0.42831894755363464
492,0.049,0.45345640182495117
493,0.049,0.4383346438407898
494,0.049,0.4611154794692993
495,0.049,0.4442262351512909
496,0.049,0.4395129680633545
497,0.049,0.44952869415283203
498,0.049,0.46170464158058167
499,0.049,0.42949727177619934
500,0.05,0.4230165183544159
501,0.05,0.3945404589176178
502,0.05,0.4086802899837494
503,0.05,0.4133935570716858
504,0.05,0.45797330141067505
505,0.05,0.4255695343017578
506,0.05,0.4053417146205902
507,0.05,0.40200313925743103
508,0.05,0.42007070779800415
509,0.05,0.40691280364990234
510,0.051000000000000004,0.4133935570716858
511,0.051000000000000004,0.4192851483821869
512,0.051000000000000004,0.3788295388221741
513,0.051000000000000004,0.41064414381980896
514,0.051000000000000004,0.3853102922439575
515,0.051000000000000004,0.41751769185066223
516,0.051000000000000004,0.4137863516807556
517,0.051000000000000004,0.4410840570926666
518,0.051000000000000004,0.42144539952278137
519,0.051000000000000004,0.38452476263046265
520,0.052000000000000005,0.381382554769516
521,0.052000000000000005,0.38786330819129944
522,0.052000000000000005,0.40946584939956665
523,0.052000000000000005,0.35820895433425903
524,0.052000000000000005,0.385113924741745
525,0.052000000000000005,0.37372350692749023
526,0.052000000000000005,0.37391987442970276
527,0.052000000000000005,0.3829536736011505
528,0.052000000000000005,0.3990573585033417
529,0.052000000000000005,0.3646897077560425
530,0.053,0.35015711188316345
531,0.053,0.3411233425140381
532,0.053,0.3576197922229767
533,0.053,0.3794187009334564
534,0.053,0.3580125868320465
535,0.053,0.3552631735801697
536,0.053,0.37391987442970276
537,0.053,0.3330715000629425
538,0.053,0.34780046343803406
539,0.053,0.3637077808380127
540,0.054,0.3639041781425476
541,0.054,0.34446191787719727
542,0.054,0.33346426486968994
543,0.054,0.3456402122974396
544,0.054,0.3507462739944458
545,0.054,0.3802042603492737
546,0.054,0.3723487854003906
547,0.054,0.3493715822696686
548,0.054,0.3589945137500763
549,0.054,0.34446191787719727
550,0.055,0.33228594064712524
551,0.055,0.354084849357605
552,0.055,0.32541242241859436
553,0.055,0.35624510049819946
554,0.055,0.3389630913734436
555,0.055,0.30518460273742676
556,0.055,0.31677141785621643
557,0.055,0.2996857762336731
558,0.055,0.329143762588501
559,0.055,0.35231736302375793
560,0.056,0.304202675819397
561,0.056,0.2947761118412018
562,0.056,0.2971327602863312
563,0.056,0.2702278196811676
564,0.056,0.3024351894855499
565,0.056,0.30125686526298523
566,0.056,0.3152003288269043
567,0.056,0.3036135137081146
568,0.056,0.33366066217422485
569,0.056,0.2784760594367981
570,0.057,0.2947761118412018
571,0.057,0.299882173538208
572,0.057,0.3238413333892822
573,0.057,0.30263158679008484
574,0.057,0.3010604977607727
575,0.057,0.28240376710891724
576,0.057,0.29909661412239075
577,0.057,0.2977219223976135
578,0.057,0.31952083110809326
579,0.057,0.30145326256752014
580,0.058,0.2924194931983948
581,0.058,0.25785547494888306
582,0.058,0.25
583,0.058,0.2582482397556305
584,0.058,0.2820110023021698
585,0.058,0.2855459451675415
586,0.058,0.28868815302848816
587,0.058,0.30027493834495544
588,0.058,0.3045954406261444
589,0.058,0.28142184019088745
590,0.059000000000000004,0.2761194109916687
591,0.059000000000000004,0.2608012557029724
592,0.059000000000000004,0.2855459451675415
593,0.059000000000000004,0.27435192465782166
594,0.059000000000000004,0.2582482397556305
595,0.059000000000000004,0.262175977230072
596,0.059000000000000004,0.26963865756988525
597,0.059000000000000004,0.26944226026535034
598,0.059000000000000004,0.25765907764434814
599,0.059000000000000004,0.2806363105773926
600,0.06,0.2525530159473419
601,0.06,0.24155539274215698
602,0.06,0.2735663950443268
603,0.06,0.25078555941581726
604,0.06,0.25883740186691284
605,0.06,0.29320502281188965
606,0.06,0.2704241871833801
607,0.06,0.24921445548534393
608,0.06,0.25648075342178345
609,0.06,0.27886882424354553
610,0.061,0.22486253082752228
611,0.061,0.24214453995227814
612,0.061,0.24371564388275146
613,0.061,0.25667715072631836
614,0.061,0.23055773973464966
615,0.061,0.25785547494888306
616,0.061,0.26963865756988525
617,0.061,0.23605656623840332
618,0.061,0.23664572834968567
619,0.061,0.26374706625938416
620,0.062,0.23664572834968567
621,0.062,0.25176748633384705
622,0.062,0.23527102172374725
623,0.062,0.2368421107530594
624,0.062,0.21759623289108276
625,0.062,0.25058916211128235
626,0.062,0.23507462441921234
627,0.062,0.22584447264671326
628,0.062,0.2344854772090912
629,0.062,0.2525530159473419
630,0.063,0.23762765526771545
631,0.063,0.2262372374534607
632,0.063,0.22584447264671326
633,0.063,0.2274155616760254
634,0.063,0.23900236189365387
635,0.063,0.231146901845932
636,0.063,0.21877455711364746
637,0.063,0.22898665070533752
638,0.063,0.2452867329120636
639,0.063,0.23016497492790222
640,0.064,0.2228986620903015
641,0.064,0.22309505939483643
642,0.064,0.22564807534217834
643,0.064,0.1965828835964203
644,0.064,0.22073841094970703
645,0.064,0.20522388815879822
646,0.064,0.23841319978237152
647,0.064,0.20345640182495117
648,0.064,0.22014926373958588
649,0.064,0.20679497718811035
650,0.065,0.2191673219203949
651,0.065,0.19992144405841827
652,0.065,0.18578162789344788
653,0.065,0.19245876371860504
654,0.065,0.2285938709974289
655,0.065,0.19520817697048187
656,0.065,0.20954439043998718
657,0.065,0.2252553105354309
658,0.065,0.196779265999794
659,0.065,0.21465043723583221
660,0.066,0.19383347034454346
661,0.066,0.22721916437149048
662,0.066,0.2014925479888916
663,0.066,0.20208169519901276
664,0.066,0.20699135959148407
665,0.066,0.22486253082752228
666,0.066,0.21504320204257965
667,0.066,0.21072269976139069
668,0.066,0.19520817697048187
669,0.066,0.20090338587760925
670,0.067,0.16614297032356262
671,0.067,0.1991358995437622
672,0.067,0.18303221464157104
673,0.067,0.20954439043998718
674,0.067,0.1847996860742569
675,0.067,0.19815397262573242
676,0.067,0.1897093504667282
677,0.067,0.21013355255126953
678,0.067,0.19226238131523132
679,0.067,0.181264728307724
680,0.068,0.20011784136295319
681,0.068,0.1789080947637558
682,0.068,0.17321288585662842
683,0.068,0.17812255024909973
684,0.068,0.1918696016073227
685,0.068,0.20227809250354767
686,0.068,0.1979575902223587
687,0.068,0.2003142237663269
688,0.068,0.17517675459384918
689,0.068,0.2050274908542633
690,0.069,0.18106834590435028
691,0.069,0.17910447716712952
692,0.069,0.17576591670513153
693,0.069,0.1883346438407898
694,0.069,0.17831893265247345
695,0.069,0.16673213243484497
696,0.069,0.17910447716712952
697,0.069,0.19736842811107635
698,0.069,0.1777297705411911
699,0.069,0.1814611256122589
700,0.07,0.1681068390607834
701,0.07,0.17714062333106995
702,0.07,0.17556951940059662
703,0.07,0.1814611256122589
704,0.07,0.1789080947637558
705,0.07,0.18558523058891296
706,0.07,0.1730165034532547
707,0.07,0.17360566556453705
708,0.07,0.17694422602653503
709,0.07,0.1541633903980255
710,0.07100000000000001,0.18656717240810394
711,0.07100000000000001,0.17851531505584717
712,0.07100000000000001,0.16280439496040344
713,0.07100000000000001,0.17851531505584717
714,0.07100000000000001,0.1539670079946518
715,0.07100000000000001,0.16928516328334808
716,0.07100000000000001,0.1575019657611847
717,0.07100000000000001,0.1575019657611847
718,0.07100000000000001,0.16575020551681519
719,0.07100000000000001,0.15926945209503174
720,0.07200000000000001,0.16732129454612732
721,0.07200000000000001,0.16889238357543945
722,0.07200000000000001,0.16673213243484497
723,0.07200000000000001,0.1669285148382187
724,0.07200000000000001,0.1565200388431549
725,0.07200000000000001,0.18676355481147766
726,0.07200000000000001,0.16084054112434387
727,0.07200000000000001,0.17871171236038208
728,0.07200000000000001,0.1824430525302887
729,0.07200000000000001,0.16849960386753082
730,0.073,0.17458759248256683
731,0.073,0.181264728307724
732,0.073,0.14748625457286835
733,0.073,0.1706598550081253
734,0.073,0.1492537409067154
735,0.073,0.16064414381980896
736,0.073,0.1681068390607834
737,0.073,0.1635899543762207
738,0.073,0.1433621346950531
739,0.073,0.1598585993051529
740,0.074,0.16575020551681519
741,0.074,0.14296936988830566
742,0.074,0.1551453322172165
743,0.074,0.14670071005821228
744,0.074,0.15809112787246704
745,0.074,0.15612725913524628
746,0.074,0.16162608563899994
747,0.074,0.13904163241386414
748,0.074,0.14748625457286835
749,0.074,0.1586802899837494
750,0.075,0.15926945209503174
751,0.075,0.15809112787246704
752,0.075,0.1598585993051529
753,0.075,0.1575019657611847
754,0.075,0.14277297258377075
755,0.075,0.1645718812942505
756,0.075,0.16516104340553284
757,0.075,0.14277297258377075
758,0.075,0.17517675459384918
759,0.075,0.16378633677959442
760,0.076,0.14611154794692993
761,0.076,0.14257659018039703
762,0.076,0.14238020777702332
763,0.076,0.1669285148382187
764,0.076,0.14395129680633545
765,0.076,0.14886096119880676
766,0.076,0.15102121233940125
767,0.076,0.14905734360218048
768,0.076,0.14787903428077698
769,0.076,0.14984288811683655
770,0.077,0.15455617010593414
771,0.077,0.14670071005821228
772,0.077,0.14984288811683655
773,0.077,0.14670071005821228
774,0.077,0.15612725913524628
775,0.077,0.1551453322172165
776,0.077,0.14532600343227386
777,0.077,0.13668499886989594
778,0.077,0.13472113013267517
779,0.077,0.15809112787246704
780,0.078,0.14552238583564758
781,0.078,0.13923802971839905
782,0.078,0.15003928542137146
783,0.078,0.1360958367586136
784,0.078,0.15809112787246704
785,0.078,0.1541633903980255
786,0.078,0.1480754166841507
787,0.078,0.13216811418533325
788,0.078,0.14670071005821228
789,0.078,0.1470934897661209
790,0.079,0.12372349202632904
791,0.079,0.1325608789920807
792,0.079,0.1360958367586136
793,0.079,0.15259230136871338
794,0.079,0.14198742806911469
795,0.079,0.14846818149089813
796,0.079,0.1327572762966156
797,0.079,0.15926945209503174
798,0.079,0.1518067568540573
799,0.079,0.14493323862552643
800,0.08,0.13786332309246063
801,0.08,0.1398271769285202
802,0.08,0.13688138127326965
803,0.08,0.13118617236614227
804,0.08,0.14139828085899353
805,0.08,0.14041633903980255
806,0.08,0.13825608789920807
807,0.08,0.13648861646652222
808,0.08,0.14375491440296173
809,0.08,0.1362922191619873
810,0.081,0.14375491440296173
811,0.081,0.1351139098405838
812,0.081,0.1384524703025818
813,0.081,0.13216811418533325
814,0.081,0.14080911874771118
815,0.081,0.13432836532592773
816,0.081,0.13943441212177277
817,0.081,0.12608012557029724
818,0.081,0.14179104566574097
819,0.081,0.14611154794692993
820,0.082,0.137470543384552
821,0.082,0.13472113013267517
822,0.082,0.1362922191619873
823,0.082,0.146897092461586
824,0.082,0.14159466326236725
825,0.082,0.12391987442970276
826,0.082,0.1551453322172165
827,0.082,0.13472113013267517
828,0.082,0.13825608789920807
829,0.082,0.15200313925743103
830,0.083,0.12961508333683014
831,0.083,0.1315789520740509
832,0.083,0.13786332309246063
833,0.083,0.13315004110336304
834,0.083,0.13491752743721008
835,0.083,0.13904163241386414
836,0.083,0.14316575229167938
837,0.083,0.14198742806911469
838,0.083,0.12627650797367096
839,0.083,0.13373920321464539
840,0.084,0.1360958367586136
841,0.084,0.1351139098405838
842,0.084,0.13550667464733124
843,0.084,0.1302042454481125
844,0.084,0.13452474772930145
845,0.084,0.12608012557029724
846,0.084,0.13079340755939484
847,0.084,0.13197171688079834
848,0.084,0.12882953882217407
849,0.084,0.1302042454481125
850,0.085,0.13550667464733124
851,0.085,0.13216811418533325
852,0.085,0.12941870093345642
853,0.085,0.1268656700849533
854,0.085,0.12038491666316986
855,0.085,0.1325608789920807
856,0.085,0.13334642350673676
857,0.085,0.1384524703025818
858,0.085,0.13373920321464539
859,0.085,0.13000786304473877
860,0.08600000000000001,0.12097407877445221
861,0.08600000000000001,0.13315004110336304
862,0.08600000000000001,0.1304006278514862
863,0.08600000000000001,0.128043994307518
864,0.08600000000000001,0.12627650797367096
865,0.08600000000000001,0.12450903654098511
866,0.08600000000000001,0.12627650797367096
867,0.08600000000000001,0.10722702741622925
868,0.08600000000000001,0.12941870093345642
869,0.08600000000000001,0.11979576200246811
870,0.08700000000000001,0.11743912100791931
871,0.08700000000000001,0.13079340755939484
872,0.08700000000000001,0.12824037671089172
873,0.08700000000000001,0.12882953882217407
874,0.08700000000000001,0.11743912100791931
875,0.08700000000000001,0.12824037671089172
876,0.08700000000000001,0.12352710217237473
877,0.08700000000000001,0.12018853425979614
878,0.08700000000000001,0.1278476119041443
879,0.08700000000000001,0.12254516780376434
880,0.088,0.12843675911426544
881,0.088,0.12293794751167297
882,0.088,0.12470542639493942
883,0.088,0.12509819865226746
884,0.088,0.1266692876815796
885,0.088,0.13589945435523987
886,0.088,0.12195601314306259
887,0.088,0.11783189326524734
888,0.088,0.12018853425979614
889,0.088,0.11881382763385773
890,0.089,0.1266692876815796
891,0.089,0.1304006278514862
892,0.089,0.12863315641880035
