,w_noise_list,w_res
139,0.03,0.7342891097068787
140,0.035,0.6838177442550659
141,0.035,0.68735271692276
142,0.035,0.6967792510986328
143,0.035,0.6802828311920166
144,0.035,0.670856237411499
145,0.035,0.6908876895904541
146,0.035,0.6889238357543945
147,0.035,0.6871563196182251
148,0.035,0.68735271692276
149,0.035,0.6798900365829468
150,0.035,0.6950117945671082
151,0.035,0.6952081918716431
152,0.035,0.6736056804656982
153,0.035,0.6889238357543945
154,0.035,0.6895129680633545
155,0.035,0.6855852603912354
156,0.035,0.6902984976768494
157,0.035,0.691673219203949
158,0.035,0.6867635846138
159,0.035,0.6887274384498596
160,0.04,0.6184210777282715
161,0.04,0.6087981462478638
162,0.04,0.6351138949394226
163,0.04,0.6105656027793884
164,0.04,0.6351138949394226
165,0.04,0.6241163015365601
166,0.04,0.612136721611023
167,0.04,0.612136721611023
168,0.04,0.6188138127326965
169,0.04,0.6239199042320251
170,0.04,0.6272584795951843
171,0.04,0.6072270274162292
172,0.04,0.6300078630447388
173,0.04,0.6160644292831421
174,0.04,0.6129222512245178
175,0.04,0.6150825023651123
176,0.04,0.6353102922439575
177,0.04,0.6109583973884583
178,0.04,0.6311861872673035
179,0.04,0.616260826587677
180,0.045,0.5459544658660889
181,0.045,0.5296543836593628
182,0.045,0.5308327078819275
183,0.045,0.5326001644134521
184,0.045,0.5098193287849426
185,0.045,0.5418303608894348
186,0.045,0.5308327078819275
187,0.045,0.508051872253418
188,0.045,0.537117063999176
189,0.045,0.5082482695579529
190,0.045,0.5178712010383606
191,0.045,0.5408483743667603
192,0.045,0.48880597949028015
193,0.045,0.5345640182495117
194,0.045,0.5133543014526367
195,0.045,0.5131579041481018
196,0.045,0.5053024291992188
197,0.045,0.5400628447532654
198,0.045,0.5504713654518127
199,0.045,0.5322073698043823
200,0.05,0.42144539952278137
201,0.05,0.42596229910850525
202,0.05,0.4025923013687134
203,0.05,0.4404948949813843
204,0.05,0.4055381119251251
205,0.05,0.39061272144317627
206,0.05,0.3984681963920593
207,0.05,0.41653576493263245
208,0.05,0.4300864040851593
209,0.05,0.41908878087997437
210,0.05,0.422820121049881
211,0.05,0.3788295388221741
212,0.05,0.4053417146205902
213,0.05,0.42969363927841187
214,0.05,0.4418696165084839
215,0.05,0.4302828013896942
216,0.05,0.42026710510253906
217,0.05,0.40809112787246704
218,0.05,0.40337786078453064
219,0.05,0.39296936988830566
220,0.055,0.3258051872253418
221,0.055,0.3423016667366028
222,0.055,0.3104870319366455
223,0.055,0.31205815076828003
224,0.055,0.3495679497718811
225,0.055,0.32305577397346497
226,0.055,0.33464258909225464
227,0.055,0.29556167125701904
228,0.055,0.329143762588501
229,0.055,0.33248233795166016
230,0.055,0.3199135959148407
231,0.055,0.3387666940689087
232,0.055,0.3650825023651123
233,0.055,0.31343284249305725
234,0.055,0.3185389041900635
235,0.055,0.3356245160102844
236,0.055,0.324823260307312
237,0.055,0.3281618356704712
238,0.055,0.3175569474697113
239,0.055,0.324823260307312
240,0.06,0.23959152400493622
241,0.06,0.2737627625465393
242,0.06,0.2735663950443268
243,0.06,0.23644933104515076
244,0.06,0.2356637865304947
245,0.06,0.2509819269180298
246,0.06,0.25314217805862427
247,0.06,0.23271799087524414
248,0.06,0.2594265639781952
249,0.06,0.28495681285858154
250,0.06,0.27179890871047974
251,0.06,0.26001572608947754
252,0.06,0.23782403767108917
253,0.06,0.27808326482772827
254,0.06,0.29222309589385986
255,0.06,0.23900236189365387
256,0.06,0.24587589502334595
257,0.06,0.2700314223766327
258,0.06,0.24234093725681305
259,0.06,0.27533385157585144
260,0.065,0.20797330141067505
261,0.065,0.20758052170276642
262,0.065,0.18322859704494476
263,0.065,0.212293803691864
264,0.065,0.2012961506843567
265,0.065,0.20718775689601898
266,0.065,0.2215239703655243
267,0.065,0.221720352768898
268,0.065,0.21622152626514435
269,0.065,0.19049489498138428
270,0.065,0.19952867925167084
271,0.065,0.23173606395721436
272,0.065,0.2158287614583969
273,0.065,0.21386489272117615
274,0.065,0.20109976828098297
275,0.065,0.19226238131523132
276,0.065,0.21779261529445648
277,0.065,0.2276119440793991
278,0.065,0.20758052170276642
279,0.065,0.20542027056217194
280,0.07,0.1885310262441635
281,0.07,0.1814611256122589
282,0.07,0.18499606847763062
283,0.07,0.18578162789344788
284,0.07,0.18754909932613373
285,0.07,0.19717204570770264
286,0.07,0.16849960386753082
287,0.07,0.16025137901306152
288,0.07,0.196779265999794
289,0.07,0.15455617010593414
290,0.07,0.1753731369972229
291,0.07,0.16869600117206573
292,0.07,0.17242734134197235
293,0.07,0.18401414155960083
294,0.07,0.1836213767528534
