,w_noise_list,w_res
0,0.0,0.907698392868042
1,0.0,0.908091127872467
2,0.0,0.9069128036499023
3,0.0,0.9071092009544373
4,0.0,0.9078947305679321
5,0.0,0.9094658493995667
6,0.0,0.9112333059310913
7,0.0,0.9092694520950317
8,0.0,0.9100549817085266
9,0.0,0.907698392868042
10,0.0,0.9078947305679321
11,0.0,0.908287525177002
12,0.0,0.9110369682312012
13,0.0,0.9096622467041016
14,0.0,0.9098586440086365
15,0.0,0.9090730547904968
16,0.0,0.9096622467041016
17,0.0,0.907698392868042
18,0.0,0.9102513790130615
19,0.0,0.9086803197860718
20,0.0005,0.9098586440086365
21,0.0005,0.9090730547904968
22,0.0005,0.912018895149231
23,0.0005,0.9104477763175964
24,0.0005,0.9088766574859619
25,0.0005,0.9078947305679321
26,0.0005,0.9061272740364075
27,0.0005,0.9075019955635071
28,0.0005,0.9063236713409424
29,0.0005,0.9069128036499023
30,0.0005,0.9065200686454773
31,0.0005,0.9055381417274475
32,0.0005,0.9094658493995667
33,0.0005,0.9059308767318726
34,0.0005,0.9104477763175964
35,0.0005,0.9067164063453674
36,0.0005,0.9084839224815369
37,0.0005,0.9094658493995667
38,0.0005,0.9088766574859619
39,0.0005,0.9073055982589722
40,0.001,0.9063236713409424
41,0.001,0.9073055982589722
42,0.001,0.9090730547904968
43,0.001,0.9102513790130615
44,0.001,0.9078947305679321
45,0.001,0.9075019955635071
46,0.001,0.9084839224815369
47,0.001,0.9078947305679321
48,0.001,0.912411630153656
49,0.001,0.9075019955635071
50,0.001,0.9065200686454773
51,0.001,0.9055381417274475
52,0.001,0.908091127872467
53,0.001,0.907698392868042
54,0.001,0.9065200686454773
55,0.001,0.9057344794273376
56,0.001,0.9102513790130615
57,0.001,0.9090730547904968
58,0.001,0.9088766574859619
59,0.001,0.9098586440086365
60,0.0015,0.9061272740364075
61,0.0015,0.9096622467041016
62,0.0015,0.9057344794273376
63,0.0015,0.9073055982589722
64,0.0015,0.9073055982589722
65,0.0015,0.9073055982589722
66,0.0015,0.9069128036499023
67,0.0015,0.9073055982589722
68,0.0015,0.9090730547904968
69,0.0015,0.908091127872467
70,0.0015,0.9086803197860718
71,0.0015,0.9086803197860718
72,0.0015,0.9084839224815369
73,0.0015,0.908287525177002
74,0.0015,0.9053417444229126
75,0.0015,0.9065200686454773
76,0.0015,0.9067164063453674
77,0.0015,0.9067164063453674
78,0.0015,0.9098586440086365
79,0.0015,0.9088766574859619
80,0.002,0.9071092009544373
81,0.002,0.9073055982589722
82,0.002,0.908287525177002
83,0.002,0.908287525177002
84,0.002,0.9067164063453674
85,0.002,0.9059308767318726
86,0.002,0.9094658493995667
87,0.002,0.9078947305679321
88,0.002,0.9088766574859619
89,0.002,0.9092694520950317
90,0.002,0.9075019955635071
91,0.002,0.9114297032356262
92,0.002,0.9078947305679321
93,0.002,0.9096622467041016
94,0.002,0.9075019955635071
95,0.002,0.9071092009544373
96,0.002,0.9065200686454773
97,0.002,0.9063236713409424
98,0.002,0.908091127872467
99,0.002,0.9096622467041016
100,0.0025,0.9065200686454773
101,0.0025,0.9078947305679321
102,0.0025,0.9084839224815369
103,0.0025,0.9075019955635071
104,0.0025,0.9075019955635071
105,0.0025,0.9096622467041016
106,0.0025,0.9078947305679321
107,0.0025,0.9084839224815369
108,0.0025,0.9088766574859619
109,0.0025,0.904556155204773
110,0.0025,0.908287525177002
111,0.0025,0.9084839224815369
112,0.0025,0.9108405709266663
113,0.0025,0.9051453471183777
114,0.0025,0.9065200686454773
115,0.0025,0.9090730547904968
116,0.0025,0.9073055982589722
117,0.0025,0.9092694520950317
118,0.0025,0.9069128036499023
119,0.0025,0.9069128036499023
120,0.003,0.9075019955635071
121,0.003,0.9051453471183777
122,0.003,0.908287525177002
123,0.003,0.9073055982589722
124,0.003,0.9063236713409424
125,0.003,0.9055381417274475
126,0.003,0.9073055982589722
127,0.003,0.9053417444229126
128,0.003,0.9078947305679321
129,0.003,0.9106441736221313
130,0.003,0.9110369682312012
131,0.003,0.9069128036499023
132,0.003,0.908287525177002
133,0.003,0.9073055982589722
134,0.003,0.9067164063453674
